CustomerID,R,F,M,R_paper_score,F_paper_score,M_paper_score,scoring_arm,R_fuzzy_score,F_fuzzy_score,M_fuzzy_score
17426,7,13,8077.77,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17427,71,1,100.8,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17428,0,45,31819.760000000002,,,,matched fuzzy dense-rank,5.0,3.0,5.0
17429,127,5,1357.46,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17430,32,4,735.17,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17431,312,1,403.3,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17432,17,9,1751.39,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17433,87,2,569.96,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17434,1,7,2373.82,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17435,410,1,331.35,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17436,1,5,534.06,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17437,529,1,373.17,,,,matched fuzzy dense-rank,2.0,1.0,2.0
17438,253,5,1422.77,,,,matched fuzzy dense-rank,4.0,1.0,4.0
17439,655,1,325.74,,,,matched fuzzy dense-rank,1.0,1.0,2.0
17440,156,4,323.58,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17441,731,1,293.35,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17442,36,15,4620.3,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17443,219,1,534.24,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17444,147,3,2940.04,,,,matched fuzzy dense-rank,4.0,1.0,4.0
17446,176,2,120.9,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17447,39,2,541.53,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17448,496,46,14556.97,,,,matched fuzzy dense-rank,2.0,3.0,5.0
17449,1,13,4951.15,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17450,7,51,246973.09,,,,matched fuzzy dense-rank,5.0,3.0,5.0
17451,0,7,1721.4,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17453,17,2,486.71999999999997,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17454,191,10,1547.94,,,,matched fuzzy dense-rank,4.0,1.0,4.0
17455,203,1,131.7,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17456,364,2,1225.42,,,,matched fuzzy dense-rank,3.0,1.0,3.0
17457,126,14,5984.8099999999995,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17458,14,2,529.58,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17459,42,2,657.3,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17460,93,16,2228.27,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17461,22,3,757.46,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17462,59,2,675.69,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17463,15,7,2557.91,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17464,157,3,1000.94,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17465,425,7,2542.79,,,,matched fuzzy dense-rank,3.0,1.0,4.0
17466,9,2,763.28,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17467,394,1,102.6,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17468,9,3,194.8,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17469,15,17,5051.25,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17470,44,11,2804.87,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17471,474,1,321.65000000000003,,,,matched fuzzy dense-rank,2.0,1.0,2.0
17472,190,4,935.1,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17473,408,2,607.0,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17474,599,1,1047.0,,,,matched fuzzy dense-rank,1.0,1.0,3.0
17475,78,1,194.37,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17476,395,2,489.86,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17477,612,2,1144.3,,,,matched fuzzy dense-rank,1.0,1.0,3.0
17478,407,2,1272.8,,,,matched fuzzy dense-rank,3.0,1.0,4.0
17479,632,1,389.26000000000005,,,,matched fuzzy dense-rank,1.0,1.0,2.0
17480,77,2,902.03,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17481,3,4,1255.59,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17482,486,2,778.19,,,,matched fuzzy dense-rank,2.0,1.0,3.0
17483,64,4,591.73,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17484,575,2,209.57,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17486,260,1,396.87,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17487,727,1,160.55,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17488,640,1,336.5,,,,matched fuzzy dense-rank,1.0,1.0,2.0
17489,58,2,376.64,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17490,0,9,2750.5,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17491,0,17,5981.07,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17492,247,3,1122.42,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17493,384,1,100.91000000000001,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17494,501,1,54.699999999999996,,,,matched fuzzy dense-rank,2.0,1.0,1.0
17495,7,3,806.72,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17496,358,4,1412.89,,,,matched fuzzy dense-rank,3.0,1.0,4.0
17497,389,2,287.25,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17498,75,1,272.22,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17499,289,2,1341.39,,,,matched fuzzy dense-rank,3.0,1.0,4.0
17500,16,3,1138.0,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17501,220,2,288.6,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17502,8,4,689.1,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17503,2,2,558.96,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17504,205,18,9565.12,,,,matched fuzzy dense-rank,4.0,1.0,5.0
17505,161,5,2435.48,,,,matched fuzzy dense-rank,4.0,1.0,4.0
17506,75,1,302.2,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17507,261,2,605.58,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17508,280,8,4579.23,,,,matched fuzzy dense-rank,3.0,1.0,5.0
17509,57,8,6115.14,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17510,24,2,514.56,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17511,2,60,175603.55,,,,matched fuzzy dense-rank,5.0,4.0,5.0
17512,28,18,5467.820000000001,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17513,71,3,1158.8,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17514,127,2,542.83,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17515,30,9,1617.46,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17516,14,6,957.55,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17517,308,1,153.94,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17518,425,2,329.42,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17519,16,15,5109.47,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17520,53,1,546.81,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17521,29,5,1278.06,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17522,1,5,1070.71,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17523,10,4,652.74,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17524,360,3,539.14,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17525,359,3,1161.9,,,,matched fuzzy dense-rank,3.0,1.0,3.0
17526,4,12,4166.04,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17527,53,4,939.37,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17528,0,8,3628.5,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17529,609,2,1240.25,,,,matched fuzzy dense-rank,1.0,1.0,3.0
17530,0,12,3141.51,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17531,189,3,1266.82,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17532,385,1,65.34,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17533,434,1,34.8,,,,matched fuzzy dense-rank,2.0,1.0,1.0
17534,53,5,1668.83,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17535,279,1,164.4,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17536,176,3,364.83,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17537,29,2,897.62,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17538,25,1,98.42,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17539,617,4,1226.57,,,,matched fuzzy dense-rank,1.0,1.0,3.0
17540,24,6,1590.6000000000001,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17541,509,1,124.46,,,,matched fuzzy dense-rank,2.0,1.0,1.0
17542,269,3,341.7,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17543,549,1,120.05,,,,matched fuzzy dense-rank,2.0,1.0,1.0
17544,389,3,960.69,,,,matched fuzzy dense-rank,3.0,1.0,3.0
17545,42,6,1448.54,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17547,375,2,727.85,,,,matched fuzzy dense-rank,3.0,1.0,3.0
17548,233,4,731.26,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17549,23,2,148.86,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17550,196,9,2547.64,,,,matched fuzzy dense-rank,4.0,1.0,4.0
17551,358,1,306.84,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17552,59,12,3085.29,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17553,129,4,3757.6,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17554,0,5,1952.45,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17555,19,5,1057.74,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17556,205,2,300.67,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17557,13,4,575.46,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17558,392,1,259.17,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17559,512,1,167.62,,,,matched fuzzy dense-rank,2.0,1.0,1.0
17560,94,8,1895.8,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17561,18,4,722.34,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17562,13,7,1122.38,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17563,577,2,392.38,,,,matched fuzzy dense-rank,1.0,1.0,2.0
17564,23,3,454.01,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17565,586,1,131.83,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17566,7,2,901.21,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17567,6,9,5356.03,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17568,632,1,382.79,,,,matched fuzzy dense-rank,1.0,1.0,2.0
17569,331,1,344.14,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17570,381,1,100.0,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17571,49,5,1703.75,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17572,70,10,723.01,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17573,28,3,380.6,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17574,242,1,185.65,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17575,666,1,171.7,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17576,7,41,9056.81,,,,matched fuzzy dense-rank,5.0,3.0,5.0
17577,644,2,348.75,,,,matched fuzzy dense-rank,1.0,1.0,2.0
17578,217,7,1047.33,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17579,4,4,753.28,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17580,252,5,545.27,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17581,0,43,18757.75,,,,matched fuzzy dense-rank,5.0,3.0,5.0
17582,235,5,1450.7,,,,matched fuzzy dense-rank,4.0,1.0,4.0
17583,559,1,135.95,,,,matched fuzzy dense-rank,2.0,1.0,1.0
17584,6,6,5309.42,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17585,108,7,2093.3,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17586,618,1,167.4,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17587,627,1,181.66,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17588,99,7,2939.55,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17589,59,18,14049.87,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17590,1,3,1479.22,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17591,72,8,2776.67,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17592,738,1,148.3,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17593,3,11,8095.8,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17594,84,4,2497.88,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17595,11,2,388.79,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17596,22,13,4920.67,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17597,213,5,3484.09,,,,matched fuzzy dense-rank,4.0,1.0,5.0
17598,380,1,409.98,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17599,477,1,52.05,,,,matched fuzzy dense-rank,2.0,1.0,1.0
17600,17,1,161.67000000000002,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17601,238,2,421.48,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17602,1,14,7451.13,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17603,77,4,1793.48,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17604,216,6,945.9300000000001,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17605,589,1,160.75,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17606,736,1,87.30000000000001,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17607,375,1,333.81,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17608,32,4,498.53,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17609,40,11,1894.34,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17610,539,5,1529.49,,,,matched fuzzy dense-rank,2.0,1.0,4.0
17611,6,28,8371.98,,,,matched fuzzy dense-rank,5.0,2.0,5.0
17612,52,18,5394.86,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17613,22,14,4559.150000000001,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17614,56,1,390.07,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17615,129,6,733.2,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17616,173,4,1060.8,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17617,558,1,395.33,,,,matched fuzzy dense-rank,2.0,1.0,2.0
17618,5,11,4073.2400000000002,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17619,311,1,218.52,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17620,59,1,81.44,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17621,20,6,3175.12,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17622,597,2,1130.21,,,,matched fuzzy dense-rank,1.0,1.0,3.0
17623,32,7,2383.67,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17624,14,4,1568.63,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17625,17,8,6067.8,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17626,602,1,254.0,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17627,478,1,296.36,,,,matched fuzzy dense-rank,2.0,1.0,1.0
17628,80,1,75.75,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17629,5,10,2455.52,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17630,169,2,503.59999999999997,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17631,1,7,998.49,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17633,30,7,2057.39,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17634,35,9,2361.9700000000003,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17635,423,3,1265.58,,,,matched fuzzy dense-rank,3.0,1.0,3.0
17636,18,1,285.56,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17637,30,2,547.0600000000001,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17638,646,2,842.4,,,,matched fuzzy dense-rank,1.0,1.0,3.0
17639,275,6,615.17,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17640,86,6,3168.94,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17642,119,5,1824.49,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17643,372,2,541.25,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17644,0,20,6028.6,,,,matched fuzzy dense-rank,5.0,2.0,5.0
17646,218,12,4149.79,,,,matched fuzzy dense-rank,4.0,1.0,5.0
17647,64,3,331.65999999999997,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17648,60,5,2216.37,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17649,137,3,1578.89,,,,matched fuzzy dense-rank,4.0,1.0,4.0
17650,20,1,166.08,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17651,11,16,5703.52,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17652,24,12,4867.72,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17653,36,4,1207.56,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17654,276,1,117.55,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17655,10,9,3652.48,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17656,72,5,1674.69,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17657,429,1,126.0,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17658,25,2,595.42,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17659,16,14,3834.79,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17660,140,2,359.47,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17662,661,2,412.92,,,,matched fuzzy dense-rank,1.0,1.0,2.0
17663,25,17,5175.83,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17664,18,4,1166.23,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17665,492,1,563.1,,,,matched fuzzy dense-rank,2.0,1.0,2.0
17666,3,5,2047.8,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17667,65,9,3950.7,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17668,0,2,347.75,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17669,42,10,6142.35,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17670,227,1,205.7,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17671,15,5,2403.34,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17672,49,7,5778.63,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17673,1,13,4233.58,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17674,73,2,851.7,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17675,0,70,38259.6,,,,matched fuzzy dense-rank,5.0,4.0,5.0
17676,3,10,2765.84,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17677,1,54,36692.91,,,,matched fuzzy dense-rank,5.0,3.0,5.0
17678,263,2,599.76,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17679,52,7,3577.61,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17680,23,3,497.45,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17681,596,5,731.2,,,,matched fuzzy dense-rank,1.0,1.0,3.0
17682,9,11,4456.78,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17683,385,3,819.01,,,,matched fuzzy dense-rank,3.0,1.0,3.0
17684,43,1,239.41,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17685,16,12,5943.17,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17686,6,9,8296.81,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17687,420,1,432.68,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17688,393,1,304.2,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17689,387,2,317.08,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17690,29,20,7448.1,,,,matched fuzzy dense-rank,5.0,2.0,5.0
17691,357,4,780.0500000000001,,,,matched fuzzy dense-rank,3.0,1.0,3.0
17692,126,12,2975.8,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17693,136,1,200.47,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17694,141,3,1695.97,,,,matched fuzzy dense-rank,4.0,1.0,4.0
17695,131,5,1746.04,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17696,37,27,7679.59,,,,matched fuzzy dense-rank,5.0,2.0,5.0
17697,235,1,338.95,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17698,260,1,154.95,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17699,476,2,442.0,,,,matched fuzzy dense-rank,2.0,1.0,2.0
17700,16,14,6679.97,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17701,252,1,417.95,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17702,29,6,3144.04,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17703,34,4,1094.84,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17704,168,2,885.19,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17705,2,11,2083.9,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17706,3,31,20749.98,,,,matched fuzzy dense-rank,5.0,2.0,5.0
17707,184,8,609.3000000000001,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17708,187,4,887.9300000000001,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17709,169,5,671.01,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17710,423,1,293.5,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17711,10,2,385.1,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17712,44,1,522.91,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17713,381,4,1198.09,,,,matched fuzzy dense-rank,3.0,1.0,3.0
17714,320,5,1410.18,,,,matched fuzzy dense-rank,3.0,1.0,4.0
17715,200,2,489.59999999999997,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17716,22,24,15956.97,,,,matched fuzzy dense-rank,5.0,2.0,5.0
17717,420,1,376.92,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17718,231,2,439.18,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17719,37,15,5396.04,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17720,25,10,2768.91,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17721,658,1,307.21000000000004,,,,matched fuzzy dense-rank,1.0,1.0,2.0
17722,95,5,4430.36,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17723,126,7,3378.4000000000005,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17724,70,3,1033.0,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17725,15,11,3439.08,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17726,394,7,1092.06,,,,matched fuzzy dense-rank,3.0,1.0,3.0
17727,14,1,1060.25,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17728,3,5,4238.76,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17729,595,1,438.65000000000003,,,,matched fuzzy dense-rank,1.0,1.0,2.0
17730,2,20,7773.8,,,,matched fuzzy dense-rank,5.0,2.0,5.0
17731,78,6,1708.99,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17732,372,8,2470.39,,,,matched fuzzy dense-rank,3.0,1.0,4.0
17733,38,2,692.19,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17734,53,6,1442.32,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17735,1,26,17244.93,,,,matched fuzzy dense-rank,5.0,2.0,5.0
17736,8,3,377.44,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17737,8,2,168.24,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17738,18,13,4183.56,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17739,11,18,7730.59,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17740,388,6,426.9,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17741,406,2,101.1,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17742,112,11,2098.48,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17743,447,1,229.2,,,,matched fuzzy dense-rank,2.0,1.0,1.0
17744,3,7,2649.14,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17745,477,2,600.34,,,,matched fuzzy dense-rank,2.0,1.0,2.0
17746,239,4,904.1800000000001,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17747,112,1,71.4,,,,matched fuzzy dense-rank,5.0,1.0,1.0
17748,526,1,358.15,,,,matched fuzzy dense-rank,2.0,1.0,2.0
17749,177,3,1026.18,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17750,4,9,1797.57,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17751,420,1,157.85999999999999,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17752,358,1,80.64,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17753,463,4,390.56,,,,matched fuzzy dense-rank,2.0,1.0,2.0
17754,0,13,4577.53,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17756,375,3,733.7,,,,matched fuzzy dense-rank,3.0,1.0,3.0
17757,0,56,9422.45,,,,matched fuzzy dense-rank,5.0,3.0,5.0
17758,18,12,5012.53,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17759,16,5,1276.91,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17760,21,6,918.93,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17761,32,1,712.78,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17762,455,1,129.75,,,,matched fuzzy dense-rank,2.0,1.0,1.0
17763,262,4,86.15,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17764,50,5,1623.64,,,,matched fuzzy dense-rank,5.0,1.0,4.0
17765,158,4,530.8,,,,matched fuzzy dense-rank,4.0,1.0,2.0
17766,380,2,299.61,,,,matched fuzzy dense-rank,3.0,1.0,1.0
17767,14,2,413.05,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17768,7,7,3509.51,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17769,12,17,7103.08,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17770,198,5,1143.27,,,,matched fuzzy dense-rank,4.0,1.0,3.0
17771,56,4,387.41,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17772,10,3,384.77,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17773,513,2,585.27,,,,matched fuzzy dense-rank,2.0,1.0,2.0
17774,96,9,3328.05,,,,matched fuzzy dense-rank,5.0,1.0,5.0
17775,254,1,56.4,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17776,386,2,338.56,,,,matched fuzzy dense-rank,3.0,1.0,2.0
17777,24,3,665.86,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17778,661,1,197.70000000000002,,,,matched fuzzy dense-rank,1.0,1.0,1.0
17779,20,3,658.57,,,,matched fuzzy dense-rank,5.0,1.0,3.0
17780,666,3,352.91,,,,matched fuzzy dense-rank,1.0,1.0,2.0
17781,158,2,188.02,,,,matched fuzzy dense-rank,4.0,1.0,1.0
17782,382,2,679.02,,,,matched fuzzy dense-rank,3.0,1.0,3.0
17783,71,3,379.91,,,,matched fuzzy dense-rank,5.0,1.0,2.0
17784,549,1,112.86,,,,matched fuzzy dense-rank,2.0,1.0,1.0
